job,age,campaign,euribor3m,y
blue-collar,32,3,4.858,0
blue-collar,24,2,4.858,0
admin.,28,5,4.858,0
entrepreneur,55,7,4.858,0
admin.,38,2,4.858,0
blue-collar,37,6,4.858,0
services,36,3,4.858,0
technician,47,4,4.858,0
technician,49,5,4.858,0
blue-collar,31,3,4.858,0
services,52,6,4.858,1
services,36,3,4.858,0
blue-collar,51,2,4.858,0
services,52,5,4.858,1
technician,29,42,4.858,0
services,51,5,4.858,0
blue-collar,31,10,4.858,0
admin.,36,2,4.858,0
services,42,5,4.858,0
management,32,7,4.858,0
technician,30,3,4.858,0
blue-collar,27,2,4.858,0
management,47,22,4.858,0
blue-collar,56,7,4.858,0
housemaid,57,4,4.858,0
services,27,3,4.858,0
blue-collar,46,7,4.858,0
technician,43,8,4.858,0
technician,44,6,4.858,0
self-employed,52,4,4.858,0
technician,38,2,4.858,0
blue-collar,48,10,4.858,0
technician,31,9,4.858,0
management,33,9,4.858,0
blue-collar,37,9,4.858,0
blue-collar,34,2,4.858,0
housemaid,59,2,4.858,0
admin.,34,9,4.858,0
blue-collar,34,3,4.858,0
blue-collar,29,7,4.858,0
entrepreneur,46,11,4.858,0
blue-collar,46,3,4.858,0
admin.,31,8,4.858,0
blue-collar,58,4,4.858,0
blue-collar,33,11,4.858,0
admin.,32,4,4.858,0
services,38,3,4.858,0
admin.,51,7,4.858,0
services,34,2,4.858,0
blue-collar,30,2,4.858,0
blue-collar,39,5,4.858,0
blue-collar,47,2,4.858,0
services,36,4,4.858,0
services,47,2,4.858,0
self-employed,49,10,4.858,0
technician,33,3,4.858,1
blue-collar,54,3,4.858,0
admin.,35,9,4.858,0
services,25,10,4.858,0
management,42,4,4.858,0
admin.,26,7,4.856,0
technician,36,1,4.856,0
technician,47,5,4.856,0
services,43,1,4.856,0
admin.,27,1,4.856,0
housemaid,40,1,4.856,0
management,56,1,4.856,0
admin.,59,15,4.856,0
technician,49,9,4.856,0
blue-collar,40,1,4.856,0
technician,54,1,4.856,0
housemaid,43,4,4.856,0
blue-collar,36,1,4.856,0
technician,53,1,4.856,0
admin.,31,10,4.856,0
technician,53,1,4.856,0
services,52,1,4.856,0
admin.,34,1,4.856,0
unemployed,31,12,4.856,0
technician,54,1,4.856,0
blue-collar,45,2,4.856,0
admin.,40,1,4.856,0
admin.,31,1,4.856,0
entrepreneur,41,1,4.856,0
admin.,25,4,4.856,0
student,35,1,4.856,0
admin.,49,1,4.856,0
blue-collar,53,1,4.856,0
admin.,40,1,4.856,0
blue-collar,46,2,4.856,0
unemployed,40,1,4.856,0
technician,48,1,4.856,0
retired,58,1,4.856,0
technician,30,1,4.856,0
blue-collar,49,1,4.856,0
technician,54,12,4.856,0
technician,45,1,4.856,0
services,34,1,4.856,0
services,32,1,4.856,1
blue-collar,41,6,4.856,0
blue-collar,50,1,4.856,0
blue-collar,52,1,4.856,0
admin.,45,1,4.856,0
admin.,37,1,4.856,0
management,25,4,4.856,0
blue-collar,50,1,4.856,0
blue-collar,43,2,4.856,0
management,34,5,4.856,0
blue-collar,41,1,4.856,0
admin.,35,1,4.856,0
blue-collar,31,2,4.856,1
management,34,1,4.856,0
services,47,1,4.856,0
self-employed,52,1,4.856,0
blue-collar,47,1,4.856,1
technician,42,1,4.856,0
admin.,28,3,4.856,0
admin.,43,1,4.856,0
services,41,1,4.856,0
technician,33,1,4.856,0
admin.,53,2,4.856,0
blue-collar,49,1,4.856,0
blue-collar,45,1,4.856,0
services,33,1,4.856,0
blue-collar,45,1,4.856,0
unemployed,30,10,4.856,0
technician,49,1,4.856,0
technician,38,2,4.856,0
services,39,1,4.856,0
blue-collar,50,1,4.856,0
blue-collar,58,1,4.856,0
blue-collar,46,1,4.856,0
housemaid,46,1,4.856,0
technician,40,1,4.856,0
admin.,36,1,4.856,0
self-employed,53,1,4.856,0
technician,32,1,4.856,0
admin.,42,1,4.856,0
services,39,1,4.856,0
services,39,2,4.856,0
blue-collar,53,2,4.856,1
blue-collar,34,1,4.856,0
services,39,1,4.856,0
blue-collar,50,1,4.856,0
admin.,40,1,4.856,0
technician,56,1,4.856,0
technician,41,1,4.856,0
blue-collar,46,1,4.856,0
blue-collar,36,1,4.856,0
blue-collar,42,1,4.856,0
technician,38,1,4.856,0
services,30,1,4.856,0
technician,42,1,4.856,0
technician,38,1,4.856,0
services,31,1,4.856,0
management,45,3,4.856,0
blue-collar,33,1,4.856,0
admin.,36,1,4.856,0
services,41,1,4.856,0
admin.,31,1,4.856,0
admin.,36,1,4.856,0
admin.,21,1,4.856,0
admin.,29,1,4.856,0
management,53,1,4.856,0
blue-collar,39,1,4.856,0
blue-collar,31,1,4.856,0
admin.,44,1,4.856,0
admin.,38,1,4.856,0
entrepreneur,47,1,4.856,0
blue-collar,36,1,4.856,0
blue-collar,27,1,4.856,0
blue-collar,45,1,4.856,0
blue-collar,34,1,4.856,0
blue-collar,50,1,4.856,0
blue-collar,40,1,4.856,0
admin.,36,1,4.856,0
admin.,40,2,4.856,0
blue-collar,53,2,4.856,0
admin.,40,1,4.856,0
blue-collar,25,1,4.856,0
admin.,42,1,4.856,0
admin.,47,2,4.856,0
admin.,46,1,4.856,0
technician,35,2,4.856,0
blue-collar,45,1,4.856,0
technician,43,1,4.856,0
admin.,58,1,4.856,0
admin.,43,6,4.856,0
blue-collar,33,1,4.856,0
blue-collar,38,2,4.856,0
unknown,32,1,4.856,0
technician,49,1,4.856,0
services,36,1,4.856,0
admin.,35,1,4.856,0
blue-collar,45,1,4.856,0
admin.,36,4,4.856,0
services,45,6,4.856,0
services,34,1,4.856,0
management,54,1,4.856,0
services,35,1,4.856,1
admin.,30,1,4.856,0
services,40,2,4.856,0
blue-collar,31,1,4.856,0
technician,52,1,4.856,0
admin.,46,2,4.856,0
admin.,27,3,4.856,0
unemployed,39,2,4.856,0
technician,59,3,4.856,0
admin.,39,1,4.856,0
retired,55,1,4.856,0
unknown,43,1,4.856,0
self-employed,42,1,4.856,0
admin.,42,3,4.856,0
management,56,2,4.856,0
services,45,2,4.856,0
blue-collar,38,2,4.856,0
blue-collar,49,4,4.856,0
blue-collar,57,1,4.856,0
admin.,51,1,4.856,0
technician,31,1,4.856,0
management,52,1,4.856,0
retired,57,1,4.856,0
blue-collar,47,2,4.856,0
blue-collar,42,1,4.856,0
blue-collar,35,1,4.856,0
admin.,31,1,4.856,0
technician,43,1,4.856,0
blue-collar,44,1,4.856,0
entrepreneur,59,1,4.856,0
blue-collar,57,2,4.856,0
blue-collar,41,1,4.856,0
services,32,1,4.856,0
blue-collar,33,1,4.856,0
entrepreneur,54,2,4.856,0
blue-collar,22,1,4.856,0
management,36,2,4.856,0
retired,56,2,4.856,0
management,41,2,4.856,0
blue-collar,46,2,4.856,0
admin.,60,2,4.856,0
services,50,2,4.856,0
entrepreneur,49,2,4.856,0
admin.,47,2,4.856,0
services,34,2,4.856,0
admin.,49,5,4.856,0
blue-collar,30,1,4.856,0
blue-collar,35,2,4.856,0
entrepreneur,40,3,4.856,0
housemaid,42,2,4.856,0
blue-collar,45,6,4.856,0
blue-collar,40,2,4.856,0
entrepreneur,32,1,4.856,0
services,41,1,4.856,0
blue-collar,57,2,4.856,0
services,34,1,4.856,0
management,40,12,4.856,0
blue-collar,44,10,4.856,0
blue-collar,51,2,4.856,0
technician,42,2,4.856,0
technician,32,1,4.856,0
blue-collar,33,2,4.856,0
blue-collar,43,7,4.856,0
blue-collar,28,2,4.856,0
services,37,1,4.856,0
services,37,9,4.856,0
housemaid,41,2,4.856,0
admin.,37,2,4.856,0
blue-collar,42,1,4.856,0
services,60,1,4.856,0
admin.,28,1,4.856,0
housemaid,45,6,4.856,0
blue-collar,34,10,4.856,0
technician,52,1,4.856,0
admin.,33,1,4.856,0
entrepreneur,43,1,4.856,0
management,41,1,4.856,0
technician,31,1,4.856,0
entrepreneur,48,1,4.856,0
services,47,1,4.856,0
admin.,38,1,4.856,0
unemployed,51,1,4.856,0
admin.,49,1,4.856,0
entrepreneur,31,2,4.856,0
self-employed,45,2,4.856,0
blue-collar,41,1,4.856,0
retired,51,1,4.856,0
admin.,46,1,4.856,0
self-employed,48,8,4.856,0
retired,51,1,4.856,0
services,44,1,4.856,0
services,30,1,4.856,0
blue-collar,35,1,4.856,0
unemployed,35,1,4.856,0
technician,57,1,4.856,0
admin.,38,2,4.856,0
self-employed,36,1,4.856,0
admin.,30,1,4.856,0
services,37,1,4.856,0
technician,31,2,4.856,0
admin.,37,2,4.856,0
blue-collar,31,2,4.856,0
technician,38,2,4.856,0
student,29,17,4.856,0
services,36,1,4.856,0
management,41,3,4.856,0
student,32,1,4.856,0
blue-collar,42,2,4.856,0
blue-collar,27,1,4.856,0
technician,34,1,4.856,0
management,44,1,4.856,0
services,42,1,4.856,0
services,29,1,4.856,0
blue-collar,40,2,4.856,0
retired,57,3,4.856,0
blue-collar,42,2,4.856,0
admin.,50,2,4.856,0
retired,58,3,4.856,0
technician,34,1,4.856,0
admin.,40,2,4.856,0
management,46,2,4.856,0
admin.,33,2,4.856,0
retired,42,1,4.856,0
blue-collar,27,9,4.856,0
management,41,1,4.856,0
admin.,39,2,4.856,0
retired,58,1,4.856,1
blue-collar,31,1,4.856,0
blue-collar,48,2,4.856,0
housemaid,45,2,4.856,0
self-employed,30,2,4.856,0
management,58,3,4.856,0
blue-collar,39,3,4.856,1
technician,41,2,4.856,0
blue-collar,44,8,4.856,0
blue-collar,47,2,4.856,0
admin.,32,3,4.856,0
management,39,3,4.856,0
blue-collar,45,8,4.856,0
management,33,2,4.856,0
blue-collar,27,2,4.856,0
retired,57,2,4.856,0
blue-collar,32,3,4.856,0
blue-collar,33,2,4.856,0
self-employed,57,2,4.856,0
blue-collar,34,3,4.856,0
unemployed,58,4,4.856,0
admin.,50,1,4.856,0
blue-collar,44,3,4.856,0
blue-collar,48,1,4.856,0
retired,56,6,4.856,0
blue-collar,42,1,4.856,0
blue-collar,37,14,4.856,0
technician,29,6,4.856,0
services,32,3,4.856,0
admin.,40,1,4.856,0
management,39,10,4.856,0
services,34,2,4.856,0
housemaid,50,1,4.856,0
blue-collar,28,7,4.856,0
housemaid,43,4,4.856,0
admin.,27,2,4.856,0
services,38,1,4.856,0
technician,37,1,4.856,0
admin.,39,1,4.856,0
technician,36,2,4.856,0
services,43,1,4.856,0
technician,55,1,4.856,0
admin.,35,8,4.856,0
blue-collar,27,2,4.856,1
entrepreneur,51,2,4.856,0
housemaid,34,2,4.856,0
technician,28,2,4.856,0
blue-collar,50,1,4.856,0
blue-collar,26,2,4.856,0
admin.,50,2,4.856,0
blue-collar,52,2,4.856,0
blue-collar,52,16,4.856,0
admin.,45,2,4.856,0
blue-collar,37,2,4.856,0
technician,43,3,4.856,0
admin.,46,2,4.856,0
unemployed,45,2,4.856,0
technician,31,2,4.856,0
blue-collar,39,2,4.856,0
admin.,55,2,4.856,0
admin.,55,2,4.856,0
technician,27,2,4.856,0
self-employed,38,3,4.856,0
student,24,3,4.856,0
services,36,2,4.856,0
admin.,44,5,4.856,0
blue-collar,33,10,4.856,0
technician,30,4,4.856,0
self-employed,28,3,4.856,0
admin.,60,2,4.856,0
technician,38,12,4.856,0
admin.,42,2,4.856,0
blue-collar,35,2,4.856,0
retired,53,13,4.856,0
admin.,24,4,4.856,0
admin.,35,3,4.856,0
admin.,25,3,4.856,0
entrepreneur,59,3,4.856,0
blue-collar,48,4,4.856,0
admin.,56,6,4.856,0
technician,43,2,4.856,0
entrepreneur,32,8,4.856,0
blue-collar,27,2,4.856,0
management,34,3,4.856,0
blue-collar,31,7,4.856,0
unemployed,37,3,4.856,0
services,29,2,4.856,0
technician,35,2,4.856,0
technician,57,2,4.856,0
services,43,2,4.856,0
admin.,49,5,4.856,0
technician,50,2,4.856,0
technician,33,2,4.856,0
blue-collar,34,2,4.856,0
services,24,3,4.856,0
blue-collar,43,3,4.856,0
admin.,44,17,4.856,0
technician,37,2,4.856,0
blue-collar,39,2,4.856,0
admin.,33,3,4.856,0
blue-collar,46,2,4.856,0
blue-collar,39,2,4.856,0
admin.,28,2,4.856,0
technician,25,2,4.856,0
services,39,2,4.856,0
blue-collar,31,2,4.856,0
admin.,32,2,4.856,0
services,32,2,4.856,0
admin.,41,12,4.856,0
blue-collar,22,3,4.856,0
housemaid,39,3,4.856,0
admin.,29,2,4.856,0
technician,50,2,4.856,0
housemaid,46,2,4.856,0
housemaid,39,2,4.856,0
services,55,2,4.856,0
admin.,43,4,4.856,0
services,42,2,4.856,0
blue-collar,41,2,4.856,0
technician,31,3,4.856,0
blue-collar,56,10,4.856,0
blue-collar,40,7,4.856,0
management,46,2,4.856,0
admin.,56,6,4.856,0
blue-collar,42,5,4.856,0
admin.,41,1,4.856,0
technician,41,1,4.856,0
admin.,53,13,4.856,0
housemaid,33,8,4.856,0
services,25,3,4.856,0
admin.,42,2,4.856,1
services,34,9,4.856,0
technician,41,1,4.856,0
admin.,38,3,4.856,0
technician,31,10,4.856,0
services,46,4,4.856,0
retired,58,2,4.856,0
services,39,4,4.856,0
blue-collar,54,1,4.856,0
admin.,31,2,4.856,0
services,40,1,4.856,0
retired,56,3,4.856,0
admin.,41,5,4.856,0
admin.,33,1,4.856,0
technician,55,1,4.856,1
admin.,33,1,4.856,0
admin.,48,1,4.856,0
blue-collar,28,1,4.858,0
unemployed,39,1,4.858,0
admin.,42,1,4.858,0
housemaid,60,1,4.858,0
technician,35,1,4.858,0
admin.,45,1,4.858,0
blue-collar,36,1,4.858,0
unemployed,33,3,4.858,0
management,54,1,4.858,0
housemaid,49,1,4.858,1
housemaid,46,1,4.858,0
management,32,1,4.858,0
blue-collar,42,1,4.858,0
blue-collar,37,1,4.858,0
technician,35,6,4.858,0
blue-collar,47,1,4.858,0
technician,33,1,4.858,0
blue-collar,38,1,4.858,0
housemaid,39,1,4.858,0
admin.,55,1,4.858,0
services,35,1,4.858,0
admin.,55,1,4.858,0
blue-collar,33,5,4.858,0
blue-collar,32,1,4.858,0
blue-collar,32,28,4.858,0
blue-collar,32,1,4.858,0
admin.,42,1,4.858,1
blue-collar,38,1,4.858,0
self-employed,56,1,4.858,0
admin.,55,1,4.858,0
technician,33,2,4.858,0
admin.,45,1,4.858,0
management,58,5,4.858,0
self-employed,46,1,4.858,0
management,33,1,4.858,0
self-employed,50,1,4.858,0
blue-collar,56,1,4.858,0
blue-collar,33,2,4.858,0
admin.,26,1,4.858,0
housemaid,49,2,4.858,0
services,36,1,4.858,0
self-employed,52,1,4.858,0
blue-collar,49,3,4.858,0
blue-collar,49,1,4.858,0
admin.,28,2,4.858,0
services,36,1,4.858,0
admin.,45,1,4.858,1
technician,41,1,4.858,0
admin.,49,1,4.858,0
services,31,3,4.858,0
technician,32,1,4.858,0
retired,59,1,4.858,1
services,25,1,4.858,0
services,22,1,4.858,0
blue-collar,43,5,4.858,0
blue-collar,35,1,4.858,0
entrepreneur,60,1,4.858,0
admin.,40,1,4.858,0
unemployed,37,1,4.858,0
technician,37,2,4.858,0
technician,36,1,4.858,0
blue-collar,35,1,4.858,0
entrepreneur,43,2,4.858,0
housemaid,39,1,4.858,0
blue-collar,56,1,4.858,0
services,37,1,4.858,0
blue-collar,38,1,4.858,0
technician,37,1,4.858,0
blue-collar,54,2,4.858,1
retired,53,2,4.858,0
services,38,1,4.858,0
technician,47,1,4.858,0
management,33,1,4.858,0
blue-collar,39,1,4.858,0
technician,36,1,4.858,0
blue-collar,35,1,4.858,0
admin.,40,5,4.858,0
admin.,55,1,4.858,0
blue-collar,37,1,4.858,0
blue-collar,53,5,4.858,0
admin.,36,1,4.858,0
blue-collar,32,1,4.858,0
admin.,42,1,4.858,0
management,52,10,4.858,0
services,33,1,4.858,0
admin.,51,11,4.858,0
management,32,1,4.858,0
technician,33,1,4.858,0
services,34,1,4.858,0
services,34,1,4.858,0
admin.,55,2,4.858,0
management,33,1,4.858,0
blue-collar,34,1,4.858,0
services,52,1,4.858,0
technician,55,2,4.858,1
blue-collar,45,2,4.858,0
blue-collar,34,1,4.858,0
self-employed,53,1,4.858,0
admin.,43,1,4.858,0
management,33,1,4.858,0
blue-collar,39,3,4.858,0
blue-collar,29,7,4.858,0
self-employed,35,2,4.858,0
blue-collar,45,1,4.858,0
blue-collar,35,1,4.858,0
technician,37,2,4.858,0
blue-collar,38,2,4.858,0
retired,35,1,4.858,0
technician,36,1,4.858,0
blue-collar,30,2,4.858,0
entrepreneur,53,1,4.858,0
admin.,30,1,4.858,1
blue-collar,41,1,4.858,0
blue-collar,40,1,4.858,0
technician,36,1,4.858,0
management,36,1,4.858,0
services,44,1,4.858,0
retired,56,1,4.858,0
management,38,2,4.858,0
blue-collar,35,2,4.858,0
management,35,3,4.858,0
management,28,1,4.858,0
housemaid,43,1,4.858,0
entrepreneur,30,1,4.858,0
student,36,1,4.858,0
blue-collar,40,2,4.858,0
technician,35,1,4.858,1
admin.,27,1,4.858,0
technician,42,1,4.858,0
blue-collar,49,1,4.858,0
technician,38,1,4.858,0
admin.,31,1,4.858,0
retired,57,1,4.858,0
blue-collar,29,1,4.858,0
management,36,2,4.858,0
retired,55,1,4.858,0
services,30,2,4.858,0
blue-collar,32,1,4.858,0
blue-collar,49,5,4.858,0
admin.,48,1,4.858,0
blue-collar,30,8,4.858,0
retired,53,3,4.858,0
housemaid,40,1,4.858,0
blue-collar,31,1,4.858,1
technician,60,6,4.858,0
blue-collar,45,1,4.858,0
management,56,1,4.858,0
blue-collar,31,1,4.858,0
management,56,1,4.858,0
entrepreneur,60,2,4.858,0
blue-collar,34,2,4.858,0
management,56,1,4.858,0
blue-collar,33,2,4.858,0
admin.,29,1,4.858,0
blue-collar,49,1,4.858,0
admin.,53,1,4.858,0
entrepreneur,49,12,4.858,0
blue-collar,43,2,4.858,0
blue-collar,38,7,4.858,0
blue-collar,48,1,4.858,0
admin.,43,1,4.858,0
blue-collar,30,1,4.858,0
technician,31,2,4.858,0
services,37,1,4.858,0
blue-collar,42,2,4.858,0
retired,59,2,4.858,0
admin.,42,3,4.858,0
admin.,36,4,4.858,1
blue-collar,41,1,4.858,0
services,44,1,4.858,0
admin.,40,2,4.858,0
services,39,1,4.858,0
admin.,40,1,4.858,0
blue-collar,33,4,4.858,0
services,57,3,4.858,0
admin.,31,1,4.858,0
housemaid,57,1,4.858,0
blue-collar,48,1,4.858,0
technician,52,1,4.858,0
blue-collar,37,1,4.858,0
technician,42,1,4.858,0
admin.,33,1,4.858,0
services,36,1,4.858,0
management,57,2,4.858,0
blue-collar,51,2,4.858,0
admin.,43,2,4.858,0
admin.,55,3,4.858,0
blue-collar,41,3,4.858,0
admin.,27,2,4.858,0
management,37,2,4.858,0
blue-collar,37,13,4.858,0
admin.,40,3,4.858,0
unknown,28,3,4.858,0
management,31,2,4.858,0
services,32,2,4.858,0
services,32,9,4.858,0
housemaid,35,2,4.858,0
technician,36,2,4.858,0
admin.,31,2,4.858,0
blue-collar,38,2,4.858,0
blue-collar,46,2,4.858,0
self-employed,39,2,4.858,0
management,58,1,4.858,0
technician,44,1,4.858,0
admin.,33,1,4.858,0
services,24,1,4.858,0
technician,33,1,4.858,0
admin.,44,2,4.858,0
housemaid,30,1,4.858,0
unemployed,36,1,4.858,0
services,24,1,4.858,0
technician,32,1,4.858,0
admin.,33,1,4.858,0
management,58,5,4.858,0
blue-collar,42,1,4.858,0
blue-collar,40,2,4.858,0
blue-collar,29,1,4.858,0
retired,52,1,4.858,0
technician,36,2,4.858,0
blue-collar,29,1,4.858,0
entrepreneur,46,2,4.858,0
blue-collar,58,12,4.858,0
blue-collar,45,2,4.858,0
unknown,53,1,4.858,0
technician,57,1,4.858,0
housemaid,46,2,4.858,1
technician,40,1,4.858,0
admin.,37,5,4.858,0
technician,31,4,4.858,0
blue-collar,29,2,4.858,0
admin.,33,2,4.858,0
technician,35,1,4.858,0
admin.,47,3,4.858,0
blue-collar,26,1,4.858,0
blue-collar,34,1,4.858,0
admin.,38,4,4.858,0
admin.,46,4,4.858,0
blue-collar,26,1,4.858,0
blue-collar,30,1,4.858,0
blue-collar,35,2,4.858,0
services,40,2,4.858,0
blue-collar,30,2,4.858,0
technician,30,1,4.858,0
technician,35,1,4.858,0
blue-collar,36,2,4.858,0
blue-collar,27,1,4.858,0
technician,32,1,4.858,1
services,26,2,4.858,0
admin.,43,2,4.858,0
management,30,1,4.858,0
technician,33,1,4.858,0
unemployed,50,12,4.858,0
technician,38,2,4.858,0
unknown,36,1,4.858,0
blue-collar,25,1,4.858,1
technician,35,3,4.858,0
self-employed,42,2,4.858,0
retired,55,1,4.858,0
technician,29,1,4.858,0
admin.,29,1,4.858,0
blue-collar,38,2,4.858,0
blue-collar,45,1,4.858,0
admin.,30,1,4.858,0
admin.,58,1,4.858,0
entrepreneur,51,3,4.858,0
technician,39,3,4.858,0
unemployed,44,2,4.858,0
blue-collar,25,1,4.858,0
management,30,1,4.858,0
admin.,46,4,4.858,0
blue-collar,34,2,4.858,0
management,57,26,4.858,0
blue-collar,47,2,4.858,0
admin.,45,3,4.858,1
technician,36,2,4.858,0
blue-collar,45,2,4.858,0
entrepreneur,56,2,4.858,1
blue-collar,28,2,4.858,0
admin.,30,2,4.858,1
housemaid,49,1,4.858,0
technician,44,2,4.858,0
retired,60,5,4.858,0
admin.,26,2,4.858,0
technician,38,2,4.858,0
technician,58,2,4.858,0
admin.,29,2,4.858,0
technician,49,8,4.858,0
management,48,2,4.858,0
self-employed,37,2,4.858,0
technician,30,3,4.858,0
blue-collar,27,2,4.858,0
services,57,2,4.858,0
technician,38,2,4.858,0
blue-collar,42,2,4.858,0
services,52,3,4.858,0
admin.,55,2,4.858,0
technician,41,2,4.858,0
admin.,38,4,4.858,0
services,45,5,4.858,0
services,57,3,4.858,0
blue-collar,53,2,4.858,0
blue-collar,32,2,4.858,0
services,34,7,4.858,0
management,43,2,4.858,0
admin.,31,2,4.858,0
unemployed,24,2,4.858,0
self-employed,53,3,4.858,0
services,32,2,4.858,0
blue-collar,40,2,4.858,0
admin.,53,5,4.858,0
technician,31,4,4.858,0
services,36,2,4.858,0
admin.,56,1,4.858,0
blue-collar,42,1,4.858,0
blue-collar,49,1,4.858,0
admin.,32,2,4.858,0
admin.,47,11,4.858,0
blue-collar,34,2,4.858,0
technician,56,14,4.858,0
admin.,28,2,4.858,0
admin.,34,1,4.858,0
blue-collar,30,1,4.858,0
admin.,38,16,4.858,0
technician,39,2,4.858,0
blue-collar,31,5,4.858,0
admin.,29,3,4.858,0
self-employed,31,2,4.858,0
self-employed,25,3,4.858,0
services,40,2,4.858,0
blue-collar,35,2,4.858,0
services,36,2,4.858,0
services,43,4,4.858,0
management,49,2,4.858,0
blue-collar,29,2,4.858,0
unemployed,38,3,4.858,0
blue-collar,32,2,4.858,0
self-employed,35,3,4.858,0
self-employed,39,2,4.858,0
services,35,2,4.858,0
admin.,54,2,4.858,0
admin.,35,2,4.858,0
technician,32,2,4.858,0
technician,55,4,4.858,0
blue-collar,30,3,4.858,0
blue-collar,50,2,4.858,0
blue-collar,25,3,4.858,0
management,52,2,4.858,0
self-employed,43,2,4.858,0
blue-collar,38,1,4.858,0
admin.,45,3,4.858,0
admin.,33,13,4.858,0
blue-collar,30,2,4.858,0
services,26,15,4.858,0
services,51,1,4.858,0
services,34,2,4.858,0
services,33,3,4.858,0
blue-collar,44,1,4.858,1
blue-collar,43,3,4.858,0
services,48,9,4.858,0
services,56,1,4.858,0
management,37,2,4.858,0
blue-collar,31,2,4.858,0
blue-collar,50,3,4.858,0
entrepreneur,38,2,4.858,0
admin.,32,2,4.858,0
admin.,35,2,4.858,0
blue-collar,50,3,4.858,0
self-employed,33,4,4.858,0
services,35,2,4.858,0
services,36,3,4.858,0
housemaid,29,3,4.858,0
services,38,2,4.858,0
services,36,9,4.858,0
entrepreneur,46,2,4.858,0
unknown,44,3,4.858,0
blue-collar,37,2,4.858,0
admin.,26,4,4.858,0
blue-collar,47,3,4.858,0
blue-collar,36,4,4.858,0
admin.,28,2,4.858,0
admin.,50,5,4.858,0
blue-collar,32,3,4.858,1
technician,54,3,4.858,0
services,37,4,4.858,0
entrepreneur,46,3,4.858,0
admin.,49,3,4.858,0
services,33,3,4.858,0
technician,55,3,4.858,0
admin.,40,12,4.858,0
blue-collar,50,6,4.858,0
admin.,36,5,4.858,0
admin.,35,19,4.858,0
self-employed,39,3,4.858,0
blue-collar,44,4,4.858,0
technician,30,3,4.858,0
blue-collar,40,5,4.858,0
entrepreneur,29,5,4.858,0
blue-collar,34,8,4.858,0
blue-collar,47,6,4.858,0
admin.,58,6,4.858,0
blue-collar,43,3,4.858,0
services,37,3,4.858,1
technician,37,2,4.858,0
admin.,34,4,4.858,0
technician,36,10,4.858,0
blue-collar,48,6,4.858,0
admin.,59,4,4.858,0
technician,32,2,4.858,0
services,28,2,4.858,0
unemployed,53,10,4.858,0
blue-collar,50,2,4.858,0
blue-collar,42,8,4.858,0
technician,45,9,4.857,0
admin.,39,4,4.857,0
blue-collar,38,5,4.857,0
blue-collar,37,3,4.857,0
blue-collar,57,3,4.857,0
blue-collar,48,14,4.857,0
services,27,2,4.857,0
blue-collar,38,3,4.857,0
blue-collar,35,5,4.857,0
technician,46,6,4.857,0
blue-collar,40,5,4.857,0
housemaid,38,2,4.857,0
admin.,28,3,4.857,0
blue-collar,56,3,4.857,0
technician,34,5,4.857,0
admin.,39,3,4.857,0
entrepreneur,37,2,4.857,0
blue-collar,45,2,4.857,0
admin.,58,2,4.857,1
blue-collar,38,3,4.857,0
admin.,35,9,4.857,0
services,36,3,4.857,0
technician,39,2,4.857,0
blue-collar,41,1,4.857,0
blue-collar,41,1,4.857,0
services,26,4,4.857,0
management,54,1,4.857,0
blue-collar,41,1,4.857,0
management,45,1,4.857,0
admin.,38,1,4.857,0
services,33,1,4.857,0
blue-collar,26,1,4.857,0
management,42,1,4.857,0
admin.,35,1,4.857,0
blue-collar,41,1,4.857,0
services,35,5,4.857,1
blue-collar,53,1,4.857,0
admin.,38,5,4.857,0
technician,30,1,4.857,0
retired,57,1,4.857,0
blue-collar,37,1,4.857,0
admin.,46,1,4.857,0
admin.,37,3,4.857,0
blue-collar,54,1,4.857,0
blue-collar,47,1,4.857,0
management,41,4,4.857,0
technician,49,2,4.857,1
unemployed,51,1,4.857,0
admin.,53,2,4.857,0
blue-collar,36,2,4.857,0
housemaid,55,1,4.857,0
admin.,47,1,4.857,0
services,25,1,4.857,0
blue-collar,27,6,4.857,0
blue-collar,47,1,4.857,0
technician,36,1,4.857,0
admin.,50,4,4.857,0
blue-collar,53,1,4.857,0
self-employed,37,1,4.857,0
services,36,1,4.857,0
blue-collar,53,1,4.857,0
blue-collar,42,2,4.857,0
blue-collar,39,1,4.857,0
entrepreneur,46,4,4.857,0
services,32,1,4.857,0
technician,28,2,4.857,0
blue-collar,40,2,4.857,0
blue-collar,26,1,4.857,0
services,30,1,4.857,0
technician,38,1,4.857,1
technician,37,1,4.857,0
self-employed,39,1,4.857,0
blue-collar,36,1,4.857,0
admin.,29,1,4.857,0
blue-collar,22,1,4.857,1
blue-collar,49,1,4.857,0
admin.,31,1,4.857,0
blue-collar,49,1,4.857,0
blue-collar,41,1,4.857,0
management,47,1,4.857,0
admin.,47,1,4.857,0
admin.,38,4,4.857,0
admin.,43,1,4.857,0
services,46,1,4.857,0
blue-collar,33,1,4.857,0
